Inventory with related information;;;;;;;;;;Characterization factors (CFs) by impact category;;;;;;;;;;;;;;;;Global NF by impact category ;;;;;;;;;;;;;;;
Flow name;Flow name original;Substance name as commonly in the statistics;Additional Specification (e.g. Emission source);Compartment;Compartment (class 2);Global inventory 2010;Unit;Source;UUID;Climate change;Ozone depletion;Human toxicity, cancer;Human toxicity, non-cancer;Particulate matter;Ionising radiation ;Photochemical ozone formation ;Acidification;Terrestrial eutrophication;Freshwater eutrophication;Marine Eutrophication;Land use;Ecotoxicity freshwater;Water use;Resource depletion, fossils;Resource depletion, minerals and metals;Climate change;Ozone depletion;Human toxicity, cancer;Human toxicity, non-cancer;Particulate matter;Ionising radiation ;Photochemical ozone formation ;Acidification;Terrestrial eutrophication;Freshwater eutrophication;Marine Eutrophication;Land use;Ecotoxicity freshwater;Water use;Resource depletion, fossils;Resource depletion, minerals and metals
1,2-dichloroethane;1,2-dichloroethane;1,2-dichloroethane;;emissions to air;emissions to air, unspecified;1.42E+07;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);fe0acd60-3ddc-11dd-a745-0050c2490048;1.30E+00;;3.42E-07;4.93E-07;;;;;;;;;4.06E-01;;;;1.85E+07;;4.87E+00;7.02E+00;;;;;;;;;5.78E+06;;;
1,2-dichloroethane;1,2-dichloroethane;1,2-dichloroethane;Non-industrial releases;emissions to water;emissions to water, unspecified;4.73E+04;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);fe0acd60-3ddc-11dd-a74b-0050c2490048;;;8.03E-07;1.38E-07;;;;;;;;;5.07E+01;;;;;;3.80E-02;6.51E-03;;;;;;;;;2.40E+06;;;
1,2-dichloroethane;1,2-dichloroethane;1,2-dichloroethane;Industrial releases;emissions to water;emissions to water, unspecified;1.08E+04;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);fe0acd60-3ddc-11dd-a74b-0050c2490048;;;8.03E-07;1.38E-07;;;;;;;;;5.07E+01;;;;;;8.69E-03;1.49E-03;;;;;;;;;5.49E+05;;;
1,2-dimethyl-3,5-diphenylpyrazolium methylsulphate;1,2-dimethyl-3,5-diphenylpyrazolium methylsulphate;Difenzoquat;Herbicide;emissions to air;emissions to air, unspecified;4.77E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);5c26e672-5cca-456c-ad1d-20e46764da2b;;;;8.62E-07;;;;;;;;;8.29E+01;;;;;;;4.11E-01;;;;;;;;;3.95E+07;;;
1,2-dimethyl-3,5-diphenylpyrazolium methylsulphate;1,2-dimethyl-3,5-diphenylpyrazolium methylsulphate;Difenzoquat;Herbicide;emissions to soil;emissions to soil, unspecified;1.79E+06;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);6619f34e-383c-418e-b497-a0deda73b961;;;;3.22E-10;;;;;;;;;1.66E+00;;;;;;;5.75E-04;;;;;;;;;2.97E+06;;;
1,2-dimethyl-3,5-diphenylpyrazolium methylsulphate;1,2-dimethyl-3,5-diphenylpyrazolium methylsulphate;Difenzoquat;Herbicide;emissions to water;emissions to water, unspecified;3.18E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);6201a043-ec8a-44a6-8e21-38234da15f84;;;;1.07E-07;;;;;;;;;3.07E+03;;;;;;;3.40E-03;;;;;;;;;9.76E+07;;;
1,2-dimethylcyclohexane;1,2-dimethylcyclohexane;1,2-dimethylcyclohexane;;emissions to air;emissions to air, unspecified;2.57E+07;kg;;dad0f624-82fd-43f8-83dd-8f70c8e00b9f;;;;;;;;;;;;;3.96E-02;;;;;;;;;;;;;;;;1.02E+06;;;
1,3,5-trimethylbenzene;1,3,5-trimethylbenzene;1,3,5-trimethylbenzene;;emissions to air;emissions to air, unspecified;4.58E+08;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);fe0acd60-3ddc-11dd-a282-0050c2490048;;;;2.84E-09;;;2.33E+00;;;;;;6.99E-02;;;;;;;1.30E+00;;;1.07E+09;;;;;;3.20E+07;;;
1,3-dichloropropene;1,3-dichloropropene;1,3-Dichloropropene;Nematicide, Herbicide;emissions to air;emissions to air, unspecified;1.17E+07;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);4d9a8790-3ddd-11dd-99d4-0050c2490048;;;5.23E-07;1.33E-04;;;;;;;;;4.93E+00;;;;;;6.13E+00;1.56E+03;;;;;;;;;5.77E+07;;;
1,3-dichloropropene;1,3-dichloropropene;1,3-Dichloropropene;Nematicide, Herbicide;emissions to soil;emissions to soil, unspecified;1.56E+07;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);fe0acd60-3ddc-11dd-a144-0050c2490048;;;8.98E-08;8.44E-06;;;;;;;;;3.34E+02;;;;;;1.40E+00;1.32E+02;;;;;;;;;5.21E+09;;;
1,3-dichloropropene;1,3-dichloropropene;1,3-Dichloropropene;Nematicide, Herbicide;emissions to water;emissions to water, unspecified;7.81E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);4d9a8790-3ddd-11dd-99da-0050c2490048;;;2.45E-07;6.91E-06;;;;;;;;;2.73E+04;;;;;;1.91E-01;5.40E+00;;;;;;;;;2.13E+10;;;
1,3-dimethylcyclohexane;1,3-dimethylcyclohexane;1,3-dimethylcyclohexane;;emissions to air;emissions to air, unspecified;2.30E+07;kg;;4d9a8790-3ddd-11dd-8dcd-0050c2490048;;;;;;;;;;;;;1.52E-02;;;;;;;;;;;;;;;;3.50E+05;;;
1,4-diethylbenzene;1,4-diethylbenzene;;;emissions to air;emissions to air, unspecified;2.70E+08;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);4277c6b6-d15a-4b53-8096-f4af403dabe4;;;;1.16E-06;;;;;;;;;4.71E-01;;;;;;;3.12E+02;;;;;;;;;1.27E+08;;;
1,4-dimethylcyclohexane;1,4-dimethylcyclohexane;1,4-dimethylcyclohexane;;emissions to air;emissions to air, unspecified;5.83E+07;kg;;87efd6f6-7acb-41fc-8bdf-b7fcc9a979b5;;;;;;;;;;;;;1.35E-02;;;;;;;;;;;;;;;;7.84E+05;;;
1,4-dioxane;1,4-dioxane;dioxane;;emissions to air;emissions to air, unspecified;3.20E+04;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);08a91e70-3ddc-11dd-92f2-0050c2490048;;;1.42E-07;5.27E-08;;;;;;;;;4.37E-01;;;;;;4.56E-03;1.69E-03;;;;;;;;;1.40E+04;;;
1-[2-(2,4-dichlorophenyl)pentyl]-1h-1,2,4-triazole;1-[2-(2,4-dichlorophenyl)pentyl]-1h-1,2,4-triazole;Penconazole;Fungicide;emissions to air;emissions to air, unspecified;5.90E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);3dc0776f-961a-4ac8-abd6-8a0c1c67c6f1;;;;6.94E-06;;;;;;;;;2.09E+03;;;;;;;4.09E+00;;;;;;;;;1.23E+09;;;
1-[2-(2,4-dichlorophenyl)pentyl]-1h-1,2,4-triazole;1-[2-(2,4-dichlorophenyl)pentyl]-1h-1,2,4-triazole;Penconazole;Fungicide;emissions to soil;emissions to soil, unspecified;7.86E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);eaf06125-4616-4673-ad38-2507b925f8ea;;;;1.04E-06;;;;;;;;;3.06E+02;;;;;;;8.21E-01;;;;;;;;;2.40E+08;;;
1-[2-(2,4-dichlorophenyl)pentyl]-1h-1,2,4-triazole;1-[2-(2,4-dichlorophenyl)pentyl]-1h-1,2,4-triazole;Penconazole;Fungicide;emissions to water;emissions to water, unspecified;3.93E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);42ef42f6-515f-479c-85c3-299d519e2fb7;;;;4.44E-05;;;;;;;;;8.10E+04;;;;;;;1.74E+00;;;;;;;;;3.18E+09;;;
1-butene;1-butene;1-butene;;emissions to air;emissions to air, unspecified;9.69E+07;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);4d9a8790-3ddd-11dd-9b1e-0050c2490048;;;;2.09E-10;;;1.82E+00;;;;;;2.92E-03;;;;;;;2.03E-02;;;1.76E+08;;;;;;2.83E+05;;;
1-hexene;1-hexene;1-hexene;;emissions to air;emissions to air, unspecified;3.59E+08;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);08a91e70-3ddc-11dd-948a-0050c2490048;;;;3.63E-10;;;1.48E+00;;;;;;1.20E-01;;;;;;;1.30E-01;;;5.31E+08;;;;;;4.31E+07;;;
1-isopropyl-4-methylcyclohexane;1-methyl-4 isopropylcyclohexane;;;emissions to air;emissions to air, unspecified;4.28E+08;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);a778ab52-c217-40c9-930d-1cd07c67dda6;;;;9.64E-08;;;;;;;;;1.54E-03;;;;;;;4.13E+01;;;;;;;;;6.58E+05;;;
1-pentene;1-pentene;1-pentene;;emissions to air;emissions to air, unspecified;7.52E+07;kg;;fe0acd60-3ddc-11dd-9fe2-0050c2490048;;;;;;;1.65E+00;;;;;;2.51E-04;;;;;;;;;;1.24E+08;;;;;;1.88E+04;;;
2-(3,5-dichlorophenyl)-2-(2,2,2-trichloroethly)oxirane;2-(3,5-dichlorophenyl)-2-(2,2,2-trichloroethly)oxirane;Tridiphane;Herbicide;emissions to air;emissions to air, unspecified;4.98E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);a4b4aa92-cff4-49ee-b569-4025c92c89ca;;;;2.61E-05;;;;;;;;;1.92E+02;;;;;;;1.30E+00;;;;;;;;;9.57E+06;;;
2-(3,5-dichlorophenyl)-2-(2,2,2-trichloroethly)oxirane;2-(3,5-dichlorophenyl)-2-(2,2,2-trichloroethly)oxirane;Tridiphane;Herbicide;emissions to soil;emissions to soil, unspecified;1.97E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);365dabcf-66cb-4802-bc25-bce4d145aee0;;;;7.40E-06;;;;;;;;;9.18E+01;;;;;;;1.46E+00;;;;;;;;;1.81E+07;;;
2-(3,5-dichlorophenyl)-2-(2,2,2-trichloroethly)oxirane;2-(3,5-dichlorophenyl)-2-(2,2,2-trichloroethly)oxirane;Tridiphane;Herbicide;emissions to water;emissions to water, unspecified;3.32E+03;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);ff526cc0-2140-4879-900c-0b7b0a8dc609;;;;1.34E-04;;;;;;;;;5.97E+04;;;;;;;4.43E-01;;;;;;;;;1.98E+08;;;
2-(4-{[5-(trifluoromethyl)pyridin-2-yl]oxy}phenoxy)propanoic acid;fluazifop;;Metabolite;emissions to air;emissions to air, unspecified;2.55E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);12adbe23-3716-4d04-89b2-62605dbb82d2;;;;2.46E-05;;;;;;;;;;;;;;;;6.29E+00;;;;;;;;;;;;
2-(4-{[5-(trifluoromethyl)pyridin-2-yl]oxy}phenoxy)propanoic acid;fluazifop;;Metabolite;emissions to soil;emissions to soil, unspecified;1.26E+06;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);c6131dd2-931f-449f-bc8e-93506b83d867;;;;2.01E-05;;;;;;;;;;;;;;;;2.53E+01;;;;;;;;;;;;
2-(4-{[5-(trifluoromethyl)pyridin-2-yl]oxy}phenoxy)propanoic acid;fluazifop;;Metabolite;emissions to water;emissions to water, unspecified;1.70E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);83d7e105-5972-47a3-8b9a-a55e292bb846;;;;1.43E-05;;;;;;;;;;;;;;;;2.43E-01;;;;;;;;;;;;
2-(benzothiazol-2-yloxy)-n-methyl-n-phenylacetamide;2-(benzothiazol-2-yloxy)-n-methyl-n-phenylacetamide;Mefenacet;Herbicide;emissions to air;emissions to air, unspecified;4.95E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);c6bc81d6-84db-43fc-be0d-b32f12947568;;;;;;;;;;;;;1.35E+03;;;;;;;;;;;;;;;;6.70E+08;;;
2-(benzothiazol-2-yloxy)-n-methyl-n-phenylacetamide;2-(benzothiazol-2-yloxy)-n-methyl-n-phenylacetamide;Mefenacet;Herbicide;emissions to soil;emissions to soil, unspecified;2.43E+06;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);eeb289f0-d78d-4833-bf46-171c9408481c;;;;;;;;;;;;;1.31E+03;;;;;;;;;;;;;;;;3.19E+09;;;
2-(benzothiazol-2-yloxy)-n-methyl-n-phenylacetamide;2-(benzothiazol-2-yloxy)-n-methyl-n-phenylacetamide;Mefenacet;Herbicide;emissions to water;emissions to water, unspecified;3.30E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);4928e96c-6042-4eb4-9029-acd784e2ded4;;;;;;;;;;;;;1.14E+05;;;;;;;;;;;;;;;;3.76E+09;;;
2,3,7,8-tetrachlorodibenzo-p-dioxin;2,3,7,8-tetrachlorodibenzo-p-dioxin;PCDD + PCDF (dioxins + furans) (as Teq);;emissions to air;emissions to air, unspecified;8.20E+01;kg;global, from Fiedler et al. 2012 upscaled on global population;fe0acd60-3ddc-11dd-ab67-0050c2490048;;;3.52E+01;;;;;;;;;;8.00E+05;;;;;;2.88E+03;;;;;;;;;;6.56E+07;;;
2,3,7,8-tetrachlorodibenzo-p-dioxin;2,3,7,8-tetrachlorodibenzo-p-dioxin;dioxins;Sludge;emissions to soil;emissions to soil, unspecified;1.32E+00;kg;;fe0acd60-3ddc-11dd-ab66-0050c2490048;;;2.11E+01;;;;;;;;;;1.20E+06;;;;;;2.77E+01;;;;;;;;;;1.58E+06;;;
2,3,7,8-tetrachlorodibenzo-p-dioxin;2,3,7,8-tetrachlorodibenzo-p-dioxin;PCDD + PCDF (dioxins + furans) (as Teq);;emissions to water;emissions to water, unspecified;4.97E+01;kg;;08a91e70-3ddc-11dd-92f7-0050c2490048;;;1.09E+02;;;;;;;;;;3.15E+07;;;;;;5.43E+03;;;;;;;;;;1.57E+09;;;
2,3-benzofuran;2,3-benzofuran;Benzofuran;;emissions to air;emissions to air, unspecified;8.33E+07;kg;;fe0acd60-3ddc-11dd-b0e9-0050c2490048;;;9.20E-07;;;;;;;;;;1.73E+00;;;;;;7.66E+01;;;;;;;;;;1.44E+08;;;
2,3-dihydro-2,2-dimethyl-[(dibutylamino)thio]methyl carbamic acid;2,3-dihydro-2,2-dimethyl-[(dibutylamino)thio]methyl carbamic acid;Carbosulfan;Insecticide, Nematicide;emissions to air;emissions to air, unspecified;1.76E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);08a91e70-3ddc-11dd-a03c-0050c2490048;;;;6.66E-04;;;;;;;;;2.75E+04;;;;;;;1.17E+02;;;;;;;;;4.82E+09;;;
2,3-dihydro-2,2-dimethyl-[(dibutylamino)thio]methyl carbamic acid;2,3-dihydro-2,2-dimethyl-[(dibutylamino)thio]methyl carbamic acid;Carbosulfan;Insecticide, Nematicide;emissions to soil;emissions to soil, unspecified;2.34E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);08a91e70-3ddc-11dd-a03b-0050c2490048;;;;2.53E-07;;;;;;;;;5.30E+02;;;;;;;5.92E-02;;;;;;;;;1.24E+08;;;
2,3-dihydro-2,2-dimethyl-[(dibutylamino)thio]methyl carbamic acid;2,3-dihydro-2,2-dimethyl-[(dibutylamino)thio]methyl carbamic acid;Carbosulfan;Insecticide, Nematicide;emissions to water;emissions to water, unspecified;1.17E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);08a91e70-3ddc-11dd-a01c-0050c2490048;;;;2.24E-04;;;;;;;;;3.48E+06;;;;;;;2.62E+00;;;;;;;;;4.08E+10;;;
2,4'-dichloro-a(pyrimidin-5-yl)benzhydryl alcohol;2,4'-dichloro-a(pyrimidin-5-yl)benzhydryl alcohol;Fenarimol;Fungicide;emissions to air;emissions to air, unspecified;1.49E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);0571cf6b-e03b-4ff4-91b8-010168dcb862;;;;2.38E-05;;;;;;;;;4.70E+03;;;;;;;3.55E+00;;;;;;;;;7.01E+08;;;
2,4'-dichloro-a(pyrimidin-5-yl)benzhydryl alcohol;2,4'-dichloro-a(pyrimidin-5-yl)benzhydryl alcohol;Fenarimol;Fungicide;emissions to soil;emissions to soil, unspecified;1.99E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);c7319e61-4ba9-47e4-b37f-c1cdb413485b;;;;1.35E-05;;;;;;;;;5.65E+03;;;;;;;2.69E+00;;;;;;;;;1.12E+09;;;
2,4'-dichloro-a(pyrimidin-5-yl)benzhydryl alcohol;2,4'-dichloro-a(pyrimidin-5-yl)benzhydryl alcohol;Fenarimol;Fungicide;emissions to water;emissions to water, unspecified;9.94E+03;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);6b440341-62c2-47a9-a8bb-56d93ffb1f77;;;;2.20E-05;;;;;;;;;6.30E+04;;;;;;;2.18E-01;;;;;;;;;6.26E+08;;;
2,5-dimethylfuran;2,5-dimethylfuran;Dimethylfuran;;emissions to air;emissions to air, unspecified;1.92E+08;kg;;4c57ae9a-f1dc-4219-a96d-d7501f4b6f7a;;;;;;;;;;;;;4.03E-03;;;;;;;;;;;;;;;;7.72E+05;;;
2,6-dichloro-4-nitroaniline;2,6-dichloro-4-nitroaniline;Dicloran;Fungicide;emissions to air;emissions to air, unspecified;1.06E+06;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);9e6efd70-6e3d-4a12-b4fe-0dc006501730;;;0.00E+00;3.11E-06;;;;;;;;;1.20E+04;;;;;;0.00E+00;3.28E+00;;;;;;;;;1.26E+10;;;
2,6-dichloro-4-nitroaniline;2,6-dichloro-4-nitroaniline;Dicloran;Fungicide;emissions to soil;emissions to soil, unspecified;1.41E+06;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);3e1d5de3-6ef3-435b-8199-7a8c6a7fb886;;;0.00E+00;4.48E-08;;;;;;;;;1.50E+03;;;;;;0.00E+00;6.31E-02;;;;;;;;;2.11E+09;;;
2,6-dichloro-4-nitroaniline;2,6-dichloro-4-nitroaniline;Dicloran;Fungicide;emissions to water;emissions to water, unspecified;7.04E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);cfd74337-c92a-4672-9b0f-1a1c77a7548d;;;0.00E+00;1.34E-06;;;;;;;;;3.04E+05;;;;;;0.00E+00;9.40E-02;;;;;;;;;2.14E+10;;;
2-amino-3-chloro-1,4-naphthoquinone;2-amino-3-chloro-1,4-naphthoquinone;Quinoclamine;Herbicide;emissions to air;emissions to air, unspecified;4.98E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);2cc7f514-ed89-4f66-a60f-c75d6f6e099e;;;;1.12E-04;;;;;;;;;4.44E+04;;;;;;;5.56E+00;;;;;;;;;2.21E+09;;;
2-amino-3-chloro-1,4-naphthoquinone;2-amino-3-chloro-1,4-naphthoquinone;Quinoclamine;Herbicide;emissions to soil;emissions to soil, unspecified;1.97E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);d2cb06f3-f09a-44a2-96c3-b8cf007b9c06;;;;4.27E-06;;;;;;;;;4.81E+04;;;;;;;8.42E-01;;;;;;;;;9.48E+09;;;
2-amino-3-chloro-1,4-naphthoquinone;2-amino-3-chloro-1,4-naphthoquinone;Quinoclamine;Herbicide;emissions to water;emissions to water, unspecified;3.32E+03;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);402ef278-2c43-454b-9a02-bebae8469517;;;;2.71E-05;;;;;;;;;1.94E+06;;;;;;;8.98E-02;;;;;;;;;6.45E+09;;;
2-butanol;2-butanol;sec.-butanol;;emissions to air;emissions to air, unspecified;3.14E+04;kg;;08a91e70-3ddc-11dd-91b4-0050c2490048;;;;;;;6.76E-01;;;;;;3.55E-01;;;;;;;;;;2.13E+04;;;;;;1.12E+04;;;
2-chloro-n-(2,4-dimethyl-3-thienyl)-n-[(2s)-1-methoxypropan-2-yl]acetamide;dimethenamid-p;;Herbicide;emissions to air;emissions to air, unspecified;5.37E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);f1025b6a-f4ff-403c-b37b-8abdbed6b064;;;;3.69E-05;;;;;;;;;6.27E+04;;;;;;;1.98E+01;;;;;;;;;3.37E+10;;;
2-chloro-n-(2,4-dimethyl-3-thienyl)-n-[(2s)-1-methoxypropan-2-yl]acetamide;dimethenamid-p;;Herbicide;emissions to soil;emissions to soil, unspecified;2.64E+06;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);6bc5cdfb-e2fb-450c-8807-c278ba427e03;;;;8.05E-06;;;;;;;;;7.03E+04;;;;;;;2.13E+01;;;;;;;;;1.86E+11;;;
2-chloro-n-(2,4-dimethyl-3-thienyl)-n-[(2s)-1-methoxypropan-2-yl]acetamide;dimethenamid-p;;Herbicide;emissions to water;emissions to water, unspecified;3.58E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);54dfc9cc-2b50-49ca-b092-8f8ed65a3df7;;;;1.26E-05;;;;;;;;;1.26E+06;;;;;;;4.50E-01;;;;;;;;;4.50E+10;;;
2-chloro-n-(2,6-dimethylphenyl)-n-(2-methoxyethyl)acetamide;2-chloro-n-(2,6-dimethylphenyl)-n-(2-methoxyethyl)acetamide;Dimethachlor;Herbicide;emissions to air;emissions to air, unspecified;1.16E+06;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);88aa004f-2eb1-485c-985e-cff6e4bb5d21;;;;6.79E-07;;;;;;;;;1.50E+03;;;;;;;7.90E-01;;;;;;;;;1.75E+09;;;
2-chloro-n-(2,6-dimethylphenyl)-n-(2-methoxyethyl)acetamide;2-chloro-n-(2,6-dimethylphenyl)-n-(2-methoxyethyl)acetamide;Dimethachlor;Herbicide;emissions to soil;emissions to soil, unspecified;5.74E+06;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);c7bf6c3a-2a30-4792-80c2-2f4c043d5c7b;;;;1.89E-08;;;;;;;;;5.45E+02;;;;;;;1.09E-01;;;;;;;;;3.13E+09;;;
2-chloro-n-(2,6-dimethylphenyl)-n-(2-methoxyethyl)acetamide;2-chloro-n-(2,6-dimethylphenyl)-n-(2-methoxyethyl)acetamide;Dimethachlor;Herbicide;emissions to water;emissions to water, unspecified;7.75E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);2748994c-7f70-4699-83ee-ce2e76e3b9b7;;;;6.96E-07;;;;;;;;;1.06E+05;;;;;;;5.40E-02;;;;;;;;;8.22E+09;;;
2-chloro-n-[[[4-(trifluoromethoxy)phenyl]amino]carbonyl]benzamide;2-chloro-n-[[[4-(trifluoromethoxy)phenyl]amino]carbonyl]benzamide;Triflumuron;Insecticide;emissions to air;emissions to air, unspecified;3.08E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);e562a677-9995-4dd5-9194-b77db93a48fb;;;;6.36E-06;;;;;;;;;2.18E+07;;;;;;;1.96E-01;;;;;;;;;6.72E+11;;;
2-chloro-n-[[[4-(trifluoromethoxy)phenyl]amino]carbonyl]benzamide;2-chloro-n-[[[4-(trifluoromethoxy)phenyl]amino]carbonyl]benzamide;Triflumuron;Insecticide;emissions to soil;emissions to soil, unspecified;4.10E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);97261fd8-1f27-4569-805e-7e92a0f11b25;;;;4.35E-06;;;;;;;;;1.73E+07;;;;;;;1.79E-01;;;;;;;;;7.10E+11;;;
2-chloro-n-[[[4-(trifluoromethoxy)phenyl]amino]carbonyl]benzamide;2-chloro-n-[[[4-(trifluoromethoxy)phenyl]amino]carbonyl]benzamide;Triflumuron;Insecticide;emissions to water;emissions to water, unspecified;2.05E+03;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);e5e6ed42-a3c1-436b-8277-a3a0abb6569a;;;;1.37E-05;;;;;;;;;1.38E+09;;;;;;;2.81E-02;;;;;;;;;2.82E+12;;;
2-chlorophenol;2-chlorophenol;2-chlorophenol;;emissions to air;emissions to air, unspecified;1.48E+08;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);08a91e70-3ddc-11dd-9778-0050c2490048;;;;7.71E-07;;;;;;;;;8.70E+01;;;;;;;1.14E+02;;;;;;;;;1.28E+10;;;
2-hexanone;2-hexanone;hexanone;;emissions to air;emissions to air, unspecified;6.30E+04;kg;;08a91e70-3ddc-11dd-9486-0050c2490048;;;;;;;9.66E-01;;;;;;2.20E-01;;;;;;;;;;6.09E+04;;;;;;1.39E+04;;;
2-methyl-2-butene;2-methyl-2-butene;2-methyl-2-butene;;emissions to air;emissions to air, unspecified;2.90E+07;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);fe0acd60-3ddc-11dd-a30c-0050c2490048;;;;1.91E-09;;;1.42E+00;;;;;;2.86E-03;;;;;;;5.55E-02;;;4.12E+07;;;;;;8.30E+04;;;
2-methyl-3-furanilide;2-methyl-3-furanilide;Fenfuram;Fungicide;emissions to air;emissions to air, unspecified;6.39E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);d8fa04e9-3a11-416d-b3b8-273c458c9364;;;;;;;;;;;;;1.92E+02;;;;;;;;;;;;;;;;1.22E+07;;;
2-methyl-3-furanilide;2-methyl-3-furanilide;Fenfuram;Fungicide;emissions to soil;emissions to soil, unspecified;8.52E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);5151610a-c1e1-4792-be63-ad5905f825bc;;;;;;;;;;;;;3.97E+02;;;;;;;;;;;;;;;;3.38E+07;;;
2-methyl-3-furanilide;2-methyl-3-furanilide;Fenfuram;Fungicide;emissions to water;emissions to water, unspecified;4.26E+03;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);fc9e4f75-f1b9-4245-9454-b94e0d9a722e;;;;;;;;;;;;;1.18E+04;;;;;;;;;;;;;;;;5.02E+07;;;
2-methyl-4,6-dinitrophenol;2-methyl-4,6-dinitrophenol;DNOC;Insecticide, Acaricide, Fungicide, Herbicide;emissions to air;emissions to air, unspecified;3.21E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);4d9a8790-3ddd-11dd-8ed9-0050c2490048;;;;;;;;;;;;;6.91E+03;;;;;;;;;;;;;;;;2.22E+09;;;
2-methyl-4,6-dinitrophenol;2-methyl-4,6-dinitrophenol;DNOC;Insecticide, Acaricide, Fungicide, Herbicide;emissions to soil;emissions to soil, unspecified;4.27E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);4d9a8790-3ddd-11dd-8ed8-0050c2490048;;;;;;;;;;;;;3.70E+03;;;;;;;;;;;;;;;;1.58E+09;;;
2-methyl-4,6-dinitrophenol;2-methyl-4,6-dinitrophenol;DNOC;Insecticide, Acaricide, Fungicide, Herbicide;emissions to water;emissions to water, unspecified;2.14E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);fe0acd60-3ddc-11dd-a81f-0050c2490048;;;;;;;;;;;;;1.25E+05;;;;;;;;;;;;;;;;2.68E+09;;;
